"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000040564",17488.7743129685,-0.867783266863068,0.23163037237334,1.93704106301753e-07,4.46349604949611e-05
"ENSMUSG00000033318",569.317618396016,-0.852409649997677,0.224176280001815,2.02483390611545e-07,4.5724799267899e-05
"ENSMUSG00000070394",314.770401484348,-0.814363467196713,0.205237992580399,2.09708065599058e-07,4.64277209544895e-05
"ENSMUSG00000049764",116.314759119048,0.941521779256476,0.276457380661728,2.42425922741013e-07,5.24388779522146e-05
"ENSMUSG00000014294",536.895565952642,-0.775975535179421,0.189161145341074,2.46148306745849e-07,5.24388779522146e-05
"ENSMUSG00000003233",222.662133159702,0.729811247263146,0.17158088768374,2.92285492060338e-07,6.11147313120976e-05
"ENSMUSG00000075415",292.521165872137,0.629820150274968,0.138663465997081,3.22332920542509e-07,6.61720182880995e-05
"ENSMUSG00000038650",981.253930044518,-0.586693570325091,0.126889169228366,3.41793322751625e-07,6.89140786997964e-05
"ENSMUSG00000028655",2076.6031767076,-0.779675501629473,0.197105973895199,4.01237397824415e-07,7.94802010322012e-05
"ENSMUSG00000022219",2911.46573996983,-0.5386236613434,0.11540243144966,4.20734564726003e-07,8.06847974527683e-05
"ENSMUSG00000050552",434.90772167756,-0.840496995292809,0.22994623116222,4.21610402064771e-07,8.06847974527683e-05
"ENSMUSG00000021127",1963.63570678835,0.939213045087204,0.293961391794904,5.45590337483908e-07,0.00010267100834218
"ENSMUSG00000100131",6488.91212414917,0.591984359140861,0.131427785619817,5.62723320928926e-07,0.00010314514052435
"ENSMUSG00000048154",768.583013497866,0.744430402271219,0.185065389932496,5.66380188868097e-07,0.00010314514052435
"ENSMUSG00000035413",151.312041243432,-0.89459317727621,0.270050649147047,6.24784168799606e-07,0.000111975207141529
"ENSMUSG00000068749",236.104511499881,-0.863377491059232,0.251552255483445,6.4280361283351e-07,0.000113404618632862
"ENSMUSG00000032216",1375.44811874085,0.666653303223684,0.155957552385725,6.63116408727854e-07,0.00011518842109148
"ENSMUSG00000058070",33.3808881946284,1.2339886369461,0.458098525285603,6.82302582123825e-07,0.000116725431132729
"ENSMUSG00000004263",354.652908835949,0.643549560424096,0.149063185901001,7.3747854016147e-07,0.000122453973484752
"ENSMUSG00000090258",182.814441310199,-0.897978502944991,0.276021354724351,7.34845903238694e-07,0.000122453973484752
"ENSMUSG00000007739",756.488777745413,-0.56244949802859,0.125385153032249,8.01910549052692e-07,0.00013122278274426
"ENSMUSG00000078688",155.271630221623,-1.01591760007405,0.351735536079185,8.22925131419933e-07,0.000132737823698035
"ENSMUSG00000059734",676.40267887418,-0.65825852511079,0.155462045512399,8.71628051035004e-07,0.000138613413017412
"ENSMUSG00000066571",194.826852512968,0.735017506315687,0.186419160163417,8.86107053783892e-07,0.000138958815892693
